Name,EUR Notional,Volume,Ask Size,Ask Price,Bid Size,Bid Price,Last Price,Close Price
BANBz,312051.482822746403,610,1,525.50000000,32,525.00000000,523.50000000,0E-8
RORl,311681.345296809080,81419,387,321.20000000,251,320.60000000,320.80000000,0E-8
CNAl,298937.546259433121,320122,826,78.94000000,527,78.82000000,78.84000000,0E-8
LANDl,298588.694515419811,32526,195,771.60000000,209,768.80000000,770.20000000,0E-8
REEe,296097.007500000000,15656,0,0E-8,0,0E-8,18.88500000,0E-8
VACNz,295822.452774787120,867,15,345.80000000,12,345.40000000,345.40000000,0E-8
PSPNz,293985.856905158070,2486,26,121.10000000,43,120.90000000,121.00000000,0E-8
TRIGl,292679.614950383267,181218,3744,136.80000000,4610,135.80000000,135.90000000,0E-8
MNGl,290423.107136490582,110019,1980,220.70000000,1163,220.40000000,220.50000000,0E-8
DLGl,290380.287004575435,88463,568,275.70000000,503,275.30000000,275.50000000,0E-8
IDUSl,287632.315418023887,7029,1500,45.21000000,1500,45.19750000,45.21250000,0E-8
SMINl,287139.185334838671,16802,95,1433.00000000,117,1432.00000000,1432.50000000,0E-8
SSPGl,286403.192703072078,108381,101,221.90000000,76,220.70000000,221.30000000,0E-8
FXPOl,285632.798146057401,123838,173,190.80000000,37,190.10000000,190.40000000,0E-8
LGENl,282659.895418622616,87438,1880,270.90000000,919,270.70000000,270.90000000,0E-8
CSGNz,282332.917686209259,39036,160,7.39600000,264,7.38000000,7.39400000,0E-8
ROOl,282271.395210648286,202304,5103,118.15000000,3437,116.80000000,117.25000000,0E-8
BNZLl,276515.455463782756,7708,38,3025.00000000,23,3020.00000000,3022.50000000,0E-8
SMTl,270624.873729871056,22022,539,1034.00000000,172,1030.00000000,1034.00000000,0E-8
BRBYl,269127.981460574009,13590,123,1658.50000000,100,1656.00000000,1657.00000000,0E-8
BDEVl,266458.358785429913,43113,94,521.60000000,94,520.60000000,521.20000000,0E-8
STJl,266333.668072969279,15606,37,1436.00000000,70,1431.50000000,1435.00000000,0E-8
IIIl,264653.496939806287,16019,25,1392.50000000,91,1389.50000000,1390.00000000,0E-8
INDVl,263528.399786083546,75002,181,296.20000000,181,294.20000000,295.20000000,0E-8
INFl,258979.569790243033,36214,3,600.20000000,108,599.60000000,600.60000000,0E-8
HLl,255052.176005704439,21489,104,1002.50000000,231,1001.50000000,1002.00000000,0E-8
SIGNz,251144.377018694333,10791,10,23.86000000,605,23.80000000,23.84000000,0E-8
VUSAl,248651.435022877176,3190,1000,65.62250000,1000,65.60000000,65.61750000,0E-8
SPXl,247953.948541208628,1647,85,12645.00000000,15,12630.00000000,12650.00000000,0E-8
PETSl,247147.806762136788,58088,186,355.00000000,271,353.60000000,353.80000000,0E-8
DHERd,245232.605000000000,5275,29,155.00000000,0,0E-8,46.66500000,0E-8
CURYl,243961.035415057341,213952,224,96.25000000,1196,96.10000000,96.30000000,0E-8
SPSNz,242196.730938631692,2662,104,93.10000000,3,92.90000000,92.95000000,0E-8
FUTRl,239279.220393368590,7750,54,2608.00000000,58,2596.00000000,2600.00000000,0E-8
JMATl,237960.728504367461,10608,11,1885.50000000,45,1884.50000000,1885.50000000,0E-8
SUPRl,233826.466219026680,152343,10000,130.00000000,8581,129.50000000,130.00000000,0E-8
EMSNz,233132.034843887638,268,4,891.00000000,3,887.50000000,888.00000000,0E-8
CEYl,232454.936003327589,209603,3807,93.62000000,158,93.44000000,93.45000000,0E-8
888l,231372.665042486185,99435,1000,197.40000000,2102,197.00000000,197.40000000,0E-8
UUl,231168.480004753699,17201,78,1133.00000000,111,1132.00000000,1132.50000000,0E-8
ECMl,228295.561233584883,18193,1,1060.00000000,797,1058.00000000,1059.00000000,0E-8
IGGl,224592.263354923050,22920,373,826.00000000,270,824.50000000,826.00000000,0E-8
CNEl,224368.232218194783,84494,1625,224.40000000,467,223.20000000,223.30000000,0E-8
3INl,224300.659575732367,53768,440,353.00000000,7882,345.50000000,351.50000000,0E-8
MNDIl,220846.081169409947,12408,30,1505.50000000,30,1502.00000000,1504.00000000,0E-8
FHZNz,217050.406185768817,1373,1,160.70000000,24,160.20000000,160.50000000,0E-8
ANTOl,210374.419157406857,10444,100,1678.50000000,194,1677.00000000,1678.00000000,0E-8
DKSHz,205988.964470979740,2738,123,77.20000000,51,77.05000000,77.12500000,0E-8
MOONl,205847.604729930477,73892,1569,234.60000000,206,232.20000000,234.30000000,0E-8
CSPXl,193562.088309808180,460,100,464.92000000,100,464.78000000,465.10000000,0E-8
SUNz,191386.365860820202,2557,58,76.50000000,16,76.35000000,76.45000000,0E-8
GAWl,187206.637352189673,2170,5,7260.00000000,22,7245.00000000,7260.00000000,0E-8
SDRl,182719.828866837008,4781,15,3216.00000000,25,3212.00000000,3215.00000000,0E-8
DLNl,181870.295323548636,4804,140,3174.00000000,79,3164.00000000,3178.00000000,0E-8
SRT3d,181411.500000000000,450,19,550.00000000,0,0E-8,403.20000000,0E-8
JDWl,181269.552558084259,19543,205,778.50000000,98,776.00000000,777.50000000,0E-8
BYGl,179867.098460989958,9877,80,1531.00000000,106,1525.00000000,1525.00000000,0E-8
PLUSl,178603.850496167330,10537,123,1428.00000000,11,1425.00000000,1426.00000000,0E-8
SMWHl,178232.164715669380,10451,15,1432.50000000,1,1427.00000000,1428.75000000,0E-8
CCHl,177558.491294788758,9456,102,1590.00000000,4,1588.50000000,1589.00000000,0E-8
RIGDl,171752.262034020992,2698,85,70.45000000,227,69.80000000,70.30000000,0E-8
CSSPXm,169410.880000000000,402,200,421.66000000,200,421.34000000,421.44000000,0E-8
VMUKl,167868.479113435142,81590,83,173.05000000,658,172.65000000,172.90000000,0E-8
ROz,166969.952040716453,406,8,423.60000000,37,421.60000000,421.70000000,0E-8
LDOm,166532.112000000000,17972,0,0E-8,0,0E-8,9.33180000,0E-8
MGGTl,166523.906352130251,18382,283,762.60000000,351,761.40000000,761.80000000,0E-8
QQl,160629.661893160616,43546,743,310.40000000,391,309.60000000,309.80000000,0E-8
SOHOl,160340.891318557252,142888,0,0E-8,0,0E-8,94.30000000,0E-8
CSPl,160054.736466813239,49650,366,272.20000000,366,270.60000000,271.20000000,0E-8
PSONl,159240.425456057995,17991,37,744.80000000,42,744.00000000,744.60000000,0E-8
PHPl,158352.695941529503,89230,494,149.70000000,1791,149.40000000,149.45000000,0E-8
TEMNz,157386.590975824606,1792,19,90.04000000,19,89.70000000,89.86000000,0E-8
STMp,157017.635000000000,4094,0,0E-8,0,0E-8,38.31500000,0E-8
LMPl,156676.501277556599,47851,677,275.20000000,710,274.00000000,274.60000000,0E-8
HLMAl,155152.950264424505,5228,200,2496.00000000,3,2494.00000000,2495.00000000,0E-8
HSBKl,153623.837314513210,16987,263,10.32000000,11,9.93000000,9.99500000,0E-8
TGAl,149745.457246419870,11959,176,1063.00000000,226,1056.00000000,1061.00000000,0E-8
XLESl,148760.586319218241,340,100,484.43000000,100,482.87000000,483.57000000,0E-8
LSSp,143985.600000000000,3333,0,0E-8,0,0E-8,43.20000000,0E-8
HELNz,143342.468434961339,1201,52,121.60000000,18,121.10000000,121.55000000,0E-8
DUFNz,142404.707839874719,3789,12,38.03000000,31,37.94000000,38.03000000,0E-8
QLTl,138019.650008913186,80779,1582,143.75000000,658,143.35000000,143.50000000,0E-8
SVSl,137268.685008021867,10419,58,1101.00000000,76,1099.00000000,1100.00000000,0E-8
GNSl,135679.814605740092,4061,169,2808.00000000,42,2800.00000000,2808.00000000,0E-8
JUPl,134884.349634559392,54010,364,210.80000000,635,210.40000000,210.20000000,0E-8
CLNz,133773.000880884800,8515,100,16.05000000,100,16.00000000,16.02000000,0E-8
RDWl,133638.796125735338,21633,96,519.50000000,106,516.50000000,518.00000000,0E-8
IMIl,132671.602590765940,8275,65,1340.00000000,65,1336.00000000,1338.00000000,0E-8
TECNz,131308.799060389547,359,4,373.00000000,10,372.60000000,372.63000000,0E-8
PNNl,130802.947293362648,10169,355,1082.00000000,193,1080.00000000,1080.00000000,0E-8
DCCl,128995.388911997148,1829,59,5924.00000000,85,5896.00000000,5911.00000000,0E-8
BALNz,128515.170793775081,789,37,166.40000000,34,166.10000000,166.50000000,0E-8
LIOl,127095.489928100303,8344,153,1286.00000000,39,1272.00000000,1278.00000000,0E-8
BEZl,122487.489452730406,24791,57,416.00000000,389,414.40000000,414.80000000,0E-8
CRHl,121772.529562065482,3356,231,3052.00000000,111,3043.00000000,3050.75000000,0E-8
SFZNz,120625.428207888813,158,2,779.00000000,6,776.50000000,776.50000000,0E-8
TRNl,116669.898389684473,37865,187,261.00000000,84,259.90000000,260.80000000,0E-8
GLEp,116480.950000000000,4816,0,0E-8,0,0E-8,24.11250000,0E-8
AAFl,116463.486838195971,68389,796,145.60000000,1730,145.10000000,145.10000000,0E-8
BLNDl,115523.610434369244,18610,103,520.20000000,100,519.60000000,520.00000000,0E-8
ASMa,115268.600000000000,352,0,0E-8,0,0E-8,327.42500000,0E-8
FORNz,113762.356856220025,75,5,1550.00000000,3,1540.00000000,1541.00000000,0E-8
BEANz,113332.680826074190,237,16,489.50000000,4,485.50000000,488.50000000,0E-8
WEIRl,113122.253253312734,5693,64,1664.50000000,21,1661.50000000,1664.50000000,0E-8
WOSGl,112572.149266147721,8289,182,1145.00000000,174,1139.00000000,1140.00000000,0E-8
BAYNd,111487.855000000000,1723,30,69.00000000,21,55.00000000,64.48800000,0E-8
IFCNz,110395.419399040814,113,6,1002.00000000,2,995.00000000,1002.00000000,0E-8
IEMl,110091.235367520352,19816,348,467.50000000,0,0E-8,467.00000000,0E-8
EMGl,109521.070770693446,38571,100,238.90000000,410,238.40000000,239.00000000,0E-8
SKGl,108448.143086339058,2696,100,3379.00000000,63,3372.00000000,3379.00000000,0E-8
UKWl,107687.237506684889,58268,956,155.70000000,4027,154.50000000,155.60000000,0E-8
DRXl,107013.143977657615,11421,15,792.00000000,13,791.00000000,791.50000000,0E-8
WGl,106910.860122407749,56148,100,160.35000000,231,160.00000000,159.75000000,0E-8
SWONz,105350.670451208770,8272,100,13.05000000,162,13.03000000,13.03000000,0E-8
CSSPXz,104316.865725660514,248,100,465.00000000,100,464.35000000,465.15000000,0E-8
ATCOAs,103564.140534262485,2174,0,0E-8,0,0E-8,487.10000000,0E-8
FRASl,102656.123358488324,13275,151,649.00000000,94,648.00000000,648.00000000,0E-8
BKWz,101381.814622687677,900,1,114.80000000,7,114.70000000,114.75000000,0E-8
BABl,99715.444767960069,25739,155,324.80000000,132,323.60000000,324.40000000,0E-8
COTNz,99536.556719193501,392,9,260.00000000,55,259.00000000,259.50000000,0E-8
UDVDl,97629.424538545060,1506,700,71.56000000,740,71.38000000,71.67000000,0E-8
CPIl,97468.630578168637,387009,6825,21.36000000,5815,21.22000000,21.26000000,0E-8
CAPCl,97325.914789945927,47979,525,170.10000000,373,169.80000000,169.90000000,0E-8
CCLl,94736.312318022461,5874,268,1357.00000000,431,1347.00000000,1352.50000000,0E-8
ADSd,93777.950000000000,451,383,274.00000000,21,195.00000000,207.62500000,0E-8
ROSEz,91943.917001076637,712,19,132.80000000,46,132.20000000,133.10000000,0E-8
IPOl,91173.265494087587,85507,1114,90.30000000,1114,89.60000000,89.95000000,0E-8
SPTl,91019.052825479826,32322,136,237.20000000,819,236.80000000,237.20000000,0E-8
MROl,90697.113613405431,61431,318,124.15000000,613,124.00000000,124.00000000,0E-8
ESSIBs,89905.391018195896,4131,0,0E-8,0,0E-8,224.95000000,0E-8
IDIAz,89100.929822844279,4844,31,18.79000000,15,18.72000000,18.76000000,0E-8
PFDl,88998.046229722503,64623,413,115.80000000,110,115.40000000,115.90000000,0E-8
AMSz,88699.349124009005,6386,22,14.18500000,127,14.12500000,14.17000000,0E-8
FINz,88497.602035822649,82,1,1097.00000000,4,1094.00000000,1099.50000000,0E-8
GROWl,86594.652088656486,9189,152,797.00000000,152,790.50000000,796.50000000,0E-8
STLAm,86146.342000000000,5928,0,0E-8,0,0E-8,14.57580000,0E-8
SBRYl,85537.856081763622,28563,856,252.80000000,10,252.50000000,252.50000000,0E-8
XS2Dl,84830.238870792617,582,400,161.10000000,400,160.83000000,161.15000000,0E-8
NEXl,83497.472220571632,30620,100,230.00000000,156,228.80000000,230.00000000,0E-8
INVPl,82790.801592489156,13548,100,515.40000000,47,515.00000000,516.00000000,0E-8
CBGl,81737.453205775744,5762,37,1197.00000000,121,1192.00000000,1193.00000000,0E-8
INCHl,78414.391823637768,9672,364,682.00000000,224,681.00000000,681.50000000,0E-8
EMMNz,77494.372124889889,78,4,1024.00000000,1,1020.00000000,1020.00000000,0E-8
IWGl,77185.862499257235,24920,311,260.00000000,214,259.00000000,259.85000000,0E-8
PPGNz,77138.249975530978,1023,30,77.95000000,23,77.05000000,77.30000000,0E-8
SAFEl,76938.255392477271,4829,99,1337.00000000,117,1332.00000000,1337.00000000,0E-8
ENOGl,76855.107255333056,5183,82,1260.00000000,86,1253.00000000,1257.00000000,0E-8
SRPl,76701.831362528968,44317,362,145.50000000,37,145.40000000,145.40000000,0E-8
BNp,76269.245000000000,1508,0,0E-8,16,34.00000000,50.68500000,0E-8
KNOSl,74914.029354091152,4770,40,1326.00000000,90,1320.00000000,1321.00000000,0E-8
SHBl,74828.537049141363,10346,929,605.50000000,347,602.50000000,603.00000000,0E-8
BPTl,74680.843781567532,17414,1,359.20000000,512,357.20000000,359.00000000,0E-8
JUSTl,74455.192524808367,64395,1645,95.35000000,3500,94.45000000,95.15000000,0E-8
MIDDl,71642.388733733436,3024,1056,1991.80000000,1057,1988.80000000,1993.00000000,0E-8
EDVl,71568.720660764157,3045,274,2002.00000000,41,1988.00000000,1985.00000000,0E-8
PFCl,70785.680670271555,56646,149,104.00000000,746,103.60000000,103.85000000,0E-8
GRIl,69468.258363539129,19840,138,295.20000000,359,294.20000000,294.60000000,0E-8
CPRm,67442.670000000000,6306,0,0E-8,0,0E-8,10.78500000,0E-8
PCTl,67134.173153485056,2506,63,2245.00000000,135,2230.00000000,2245.00000000,0E-8
GENl,66060.110523501099,11214,306,491.50000000,378,487.50000000,492.50000000,0E-8
ONTl,65795.371085626003,14221,54,387.00000000,919,384.50000000,387.00000000,0E-8
STEMl,65405.971834333591,13505,226,409.00000000,484,405.50000000,406.75000000,0E-8
HEIAa,64647.250000000000,751,24,93.00000000,0,0E-8,86.14000000,0E-8
LEONz,64634.041303709504,921,25,72.40000000,78,71.90000000,72.10000000,0E-8
ABIb,64484.180000000000,1168,16,61.00000000,0,0E-8,55.38500000,0E-8
VUSDl,64460.900741947159,827,800,86.06250000,800,86.03500000,86.03000000,0E-8
WKPl,64209.121159902549,7882,533,685.50000000,83,681.50000000,682.75000000,0E-8
GKPl,63904.682393487432,21582,704,251.50000000,704,248.50000000,249.50000000,0E-8
TFIFl,63580.723750668489,50000,0,0E-8,0,0E-8,107.00000000,0E-8
SXLVz,63228.148751357220,1725,600,40.54000000,1200,40.42500000,40.51000000,0E-8
TCAPl,62995.532711391051,35755,486,148.10000000,508,147.40000000,148.00000000,0E-8
DNLMl,62609.103333531404,4901,413,1072.00000000,106,1065.00000000,1066.50000000,0E-8
SYNTl,62238.298175768019,17095,292,305.80000000,17,305.00000000,305.40000000,0E-8
SCTl,62070.342860538356,3084,69,1698.00000000,39,1694.00000000,1700.00000000,0E-8
IUSAz,61393.865363735071,1500,1500,45.21500000,1500,45.19500000,45.23500000,0E-8
VSVSl,60541.919305959950,14841,272,342.60000000,240,342.00000000,342.30000000,0E-8
BIONz,60315.650386610551,934,74,66.30000000,218,65.80000000,65.80000000,0E-8
INPPl,59493.124962861727,28816,3332,174.20000000,1022,173.40000000,173.70000000,0E-8
